brand,name,price,rating,ingredients,contains_parabens
PHILOSOPHY,Renewed Hope in A Jar Overnight Recharging & Refining Moisturizer,49.0,4.4,"Water, Isononyl Isononanoate, Propanediol, Glycolic Acid, Cetyl Alcohol, Glycerin, Neopentyl Glycol Diheptanoate, Caprylic/Capric Triglyceride, Ascorbyl Glucoside, Arachidyl Alcohol, Sodium Hydroxide, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Peg-12 Glyceryl Dimyristate, Squalane, Behenyl Alcohol, Glyceryl Stearate, Peg-100 Stearate, Allantoin, Gluconolactone, Butylene Glycol, Sodium Pca, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Arginine, Betaglucan, Sodium Metabisulfite, Lecithin, Adenosine, Sodium Benzoate, Polysorbate 60, Magnesium Aluminum Silicate, Dipotassium Glycyrrhizate, Arachidyl Glucoside, Sodium Sulfite, Bisabolol, Calcium Gluconate, Parfum/Fragrance, Chlorphenesin, Disodium Edta, Xanthan Gum, Farnesol, Linalool, Phenoxyethanol.",0
JOSIE MARAN,Argan Cleansing Oil,32.0,4.1,"-100% Pure Argan Oil: Repairs and replenishes skin cells.
-Grape Seed Oil: Aids in improving elasticity to the skin.
-Grapefruit Oil: Energizes and awakens the skin.
-Sunflower and Safflower Oil: Dissolves makeup and fights acne.

Helianthus Annuus (Sunflower) Seed Oil**, Polysorbate-80**, Polysorbate-20**, Carthamus Tinctorius (Safflower) Seed Oil**, Argania Spinosa (Argan) Kernel Oil*, Citrus Grandis (Pomelo Grapefruit) Seed Oil**, Vitis Vinifera (Grape) Seed Oil**, Olea Europaea (Olive) Fruit Oil**, Tocopherol, Sucralose**.",0
MURAD,Anti-Aging Moisturizer SPF 30 PA+++,48.0,4.3,"-Avobenzone 3%, Homosalate 8%, Octinoxate 7.5%, and Octisalate 5%
-Kombucha Collagen Defense®: Derived from a nutrient-rich black tea ferment that reduces the appearance of fine lines and wrinkles.
-Broad Spectrum UVA/UVB Protection: Helps to prevent sun damage linked to the formation of wrinkles and dark spots.
-Oil Control Complex®: Helps keep pores clear.

Water, Cetyl Alcohol, Glycerin, Polyester-8, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Phospholipids, Tocopheryl Acetate, Ascorbyl Palmitate, Ethylhexyl Palmitate, Silica Dimethyl Silylate, Butylene Glycol, Sodium Hyaluronate, Caprylic/Capric Triglyceride, Laminaria Ochroleuca Extract, Saccharomyces/Xylinum/Black Tea Ferment, Hydroxyethylcellulose, Cetearyl Olivate, Sorbitan Olivate, Dimethicone, Zinc Gluconate, Macrocystis Pyrifera Extract, Hydrolyzed Wheat Protein, PVP, Hydrolyzed Ceratonia Siliqua Seed Extract, Argania Spinosa Kernel Extract, Serenoa Serrulata Fruit Extract, Sesamum Indicum (Sesame) Seed Extract, Cimicifuga Racemosa Root Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Laminaria Saccharina Extract, Diethylhexyl Syringylidenemalonate, Ascorbic Acid, Chitosan, Propyl Gallate, PEG-100 Stearate, Glyceryl Stearate, Xanthan Gum, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Disodium EDTA, Aminomethyl Propanol, Silica, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Citronellol, Geraniol, Limonene, Linalool, Fragrance.",0
CLINIQUE,Moisture Surge Overnight Mask,35.0,4.5,"Water , Glycerin , Cetyl Alcohol , Dimethicone , Glyceryl Polymethacrylate , Butyrospermum Parkii (Shea Butter) , Cetyl Ethylhexanoate , Peg-8 , Glycereth-26 , Sucrose , Sorbitan Stearate , Peg-100 Stearate , Trehalose , Mangifera Indica (Mango) Seed Butter , Hypnea Musciformis (Algae) Extract , Gellidiela Acerosa (Algae) Extract , Olea Europaea (Olive) Fruit Extract , Triticum Vulgare (Wheat Bran) Extract , Cladosiphon Okamuranus Extract , Astrocaryum Murumuru Seed Butter , Cetearyl Alcohol , Aloe Barbadensis Leaf Water , Peg-75 , Caffeine , Pantethine , Sorbitol , Butylene Glycol , Oryzanol , Bisabolol , Panthenol , Phytosterols , Tocopheryl Acetate , Caprylyl Glycol , Sodium Hyaluronate , Hexylene Glycol , Carbomer , Potassium Hydroxide , Dextrin , Disodium Edta , Phenoxyethanol , Red 4 (Ci 14700) , Yellow 5 (Ci 19140)",0
KIEHL'S SINCE 1851,Ultra Facial Moisturizer,29.0,3.9,"-Squalane: Helps restore skin’s natural moisture balance to keep it extra soft and supple.

Water Squalane, Glycerin, Peg-100 Stearate, Glyceryl Stearate, Butylene Glycol, Triethanolamine, Phenoxyethanol, Sorbitan Oleate, Carbomer, Methylparaben, Propylparaben, Stearic Acid, Beeswax, Myristyl Alcohol, Sweet Almond Oil, Apricot Kernel Oil, Tocopherol, Avocado Oil.",1
FARMACY,Honey Savior All-in-One Skin Repair Salve with Echinacea GreenEnvy™ Honey,34.0,4.5,"-Echinacea GreenEnvy™ Honey: Heightens the hydrating and purifying benefits of honey and is full of potent natural antioxidants.
-Echinacea GreenEnvy™: Heightens the hydrating and purifying benefits of honey.
-Honey, Propolis, and Royal Jelly: Support skin renewal for a younger appearance and provide a rich source of amino acids.

Ricinus Communis (Castor) Seed Oil, Hydroxystearic/Linolenic/Linoleic Polyglycerides, Helianthus Annuus (Sunflower) Seed Oil, Honey Extract, Canola Oil, Propolis Extract, Royal Jelly Extract, Polyhydroxystearic Acid, Caprylic/Capric Triglyceride, Rhus Succedanea Fruit Wax, Rhus Verniciflua Peel Wax, Echinacea Purpurea Root Extract, Hydrogenated Castor Oil, Euphorbia Cerifera (Candelilla) Wax, Helianthus Annuus (Sunflower) Seed Wax, Tocopherol, Ascorbyl Palmitate, Beeswax, Copernicia Cerifera (Carnauba) Wax, Honey, Flavor.",0
PHILOSOPHY,Ultimate Miracle Worker Multi-Rejuvenating Cream SPF 30,75.0,4.0,"-Avobenzone (2.7%)
-Octinoxate (6.99%)
-Octocrylene (2%)

Water, C12-15 Alkyl Benzoate, Carthamus Tinctorius (Safflower) Oleosomes, Glycerin, Cyclopentasiloxane, Butylene Glycol, Methyl Gluceth-20, Gluconolactone, Polyacrylamide, Hydrogenated Lecithin, Cyclohexasiloxane, Cetyl Alcohol, Bifida Ferment Lysate, Phenoxyethanol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, C13-14 Isoparaffin, Polysorbate 80, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Benzoate, Sodium Hydroxide, Laureth-7, Glycine Soja (Soybean) Oil, Fragrance, Iris Pallida Root Extract, Ruby Powder, Disodium Edta, Gluconic Acid, Alcohol, Mica, Lecithin, Adenosine, Cellulose Gum, Retinol, Peg-8, Polysorbate 20, Bht, Chitosan, Ethylhexylglycerin, Glycolic Acid, Sorbitan Oleate, Calcium Gluconate, Tocopherol, Behentrimonium Chloride, Sodium Bicarbonate, Ascorbyl Palmitate, Beta-Glucan, Potassium Phosphate, Caprylyl Glycol, 1,2-Hexanediol, Camellia Sinensis Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Pongamia Pinnata Seed Extract, Isopropyl Alcohol, Acetic Acid, Angelica Archangelica Root Extract, Benzoic Acid, Citrus Aurantium Amara (Bitter Orange) Peel Extract, Maltodextrin, Citric Acid, Magnesium Aluminum Silicate, Xanthan Gum, Lactic Acid, Ascorbic Acid, Sclerotium Gum, Bha, Sorbic Acid, Titanium Dioxide (Ci 77891).",0
AMOREPACIFIC,Treatment Toner,50.0,4.4,"-Red Ginseng Root Extract: Energizes, balances, and refreshes skin.
-Water Lily Extract: Offers natural purifying and astringent properties to promote clean, soft, supple skin.
-Arnica, Artemesia, and Yarrow: Calm and soothe skin.

Panax Ginseng Root Extract, Butylene Glycol, Water, Peg/Ppg-17/6 Copolymer, Sodium Hyaluronate, Pinus Sylvestris Bark Extract, Camellia Sinensis Leaf Extract, Zingiber Officinale (Ginger) Root Extract, Opuntia Coccinellifera Fruit Extract, Theanine, Phyllostachis, Bambusoides Juice, Nelumbo Nucifera Flower Extract, Glycerin, Glycyrrhiza Glabra (Licorice) Root Extract, Caprylyl Glycol, Hydrogenated Lecithin, Peg-5 Rapeseed Sterol, Alcohol, Propylene Glycol, Peg-60 Hydrogenated Castor Oil, Disodium Edta, 1,2-Hexanediol, Ethylhexylglycerin,Phenoxyethanol, Fragrance, Red 33 (Ci 17200), Yellow 6 (Ci 15985).",0
CLINIQUE,Take The Day Off Cleansing Oil,28.0,4.3,"Cetyl Ethylhexanoate , Triethylhexanoin , Peg-20 Glyceryl Triisostearate , Polybutene , Peg-8 Diisostearate , Peg-12 Diisostearate , Ppg-15 Stearyl Ether , Water , Tocopheryl Acetate , Glycerin , Caprylyl Glycol , Glyceryl Laurate , Bht",0
SHISEIDO,Bio-Performance LiftDynamic Cream,115.0,3.7,"-Exclusive TruStructiv™ Technology: Helps harness skin’s natural restorative powers for skin that looks firm, lifted, and resilient.
-RenoCycle System: Helps encourage a smooth skin renewal process to further improve the appearance of skin.
-Super Bio-hyaluronic Acid Plus: Replenishes skin with deep moisture.

Water, Glycerin, Tricaprylin, Butylene Glycol, Dimethicone, Cetyl Alcohol, Glyceryl Stearate Se, Peg-100 Stearate, Myristyl Myristate, Erythritol, Peg/Ppg-14/7 Dimethyl Ether, Microcrystalline Wax(Cera Microcristallina/Cire Microcristalline), Hydrogenated Polydecene, Behenyl Alcohol, Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer, Stearyl Alcohol, Phenoxyethanol, Hydrogenated Polyisobutene, Phytosteryl Macadamiate, Talc, Methylparaben, Ethylparaben, Silica, Alumina, Disodium Edta, Sorbitan Tristearate, Tocopheryl Acetate, Caffeine, Sodium Citrate, Titanium Dioxide (Ci 77891), Fragrance, Citric Acid, Limonene, Sodium Metabisulfite, Sodium Metaphosphate, Inositol, Hexyl Cinnamal, Iron Oxides (Ci 77492), Benzyl Benzoate, Butylphenyl Methylpropional, Alcohol, Linalool, Sodium Acetylated Hyaluronate, Alpha-Isomethyl Ionone, Thymus Serpillum Extract, Iron Oxides (Ci 77491), Saccharomyces Ferment Lysate Filtrate, Citronellol, Geraniol, Panax Ginseng Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract (Rosmarinus Officinalis Leaf Extract), Tocopherol, Bupleurum Falcatum Root Extract.",1
CAUDALIE,Vinosource Intense Moisture Rescue Cream,39.0,4.2,"-Grape Seed Oil and Olive Squalane: Nourish.
-Grape Seed Polyphenols: Provide antioxidant protection.
-Vinolevure®: Strengthens skin over time to become less sensitive and more resilient.
-Shea Butter and Borage Oil: Repair and replenish.

Water, Glycerin*, Caprylic/Capric Triglyceride*, Squalane*, Cetearyl Alcohol*, Vitis Vinifera (Grape) Seed Oil*, Butyrospermum Parkii (Shea) Butter Extract*, Butylene Glycol, Hydrolyzed Potato Protein*, Borago Officinalis Seed Oil*, Hydrogenated Olive Oil Stearyl Esters*, Potassium Cetyl Phosphate, Panthenol, Cetearyl Wheat Straw Glycosides*, Trehalose, Polymethyl Methacrylate, Cetearyl Glucoside*, Tocopheryl Acetate*, Dimethicone, Carbomer, Parfum (Fragrance), Caprylyl Glycol, Palmitoyl Grape Seed Extract*, Potassium Sorbate, Sodium Hydroxide, Pentylene Glycol, Tricaprylin, Tocopherol*, Linoleic Acid*, Castanea Sativa (Chestnut) Bark / Leaf Extract*, Pisum Sativum (Pea) Extract*, Cyclodextrin*, Linolenic Acid*, Sodium Carboxymethyl Betaglucan, Bht, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hyaluronate, Hexyl Cinnamal, Linalool, Limonene, Benzyl Benzoate, Citronellol, Geraniol, Coumarin.*Plant Origin.",0
DIOR,Capture Totale Multi-Perfection Creme Refill,140.0,5.0,Visit the Dior boutique,0
KATE SOMERVILLE,Wrinkle Warrior™ 2-in-1 Plumping Moisturizer + Serum,95.0,3.9,"-Hyaluronic Acid: Hydrates and reduces the appearance of fine lines and deep wrinkles
-Glucosamine: Helps support the production of hyaluronic acid.
-Amino Acid (Polyglutamic Acid): Designed to enhance skin moisturization, moisture-binding, and retention properties.
-Zanthalene Bungeanum Fruit Extract (Sichuan Pepper): Delivers a visible reduction in the appearance of wrinkles.

Water, Dimethicone, Propanediol, Dimethyl Isosorbide, Hydrolyzed Vegetable Protein, Glycerin, Polysilicone-11, Ammonium Acryloyldimethyltaurate/VP Copolymer, Butylene Glycol, Polymethylsilsesquioxane, Trehalose, Betaine, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Disodium Acetyl Glucosamine Phosphate, Polyglutamic Acid, Zanthoxylum Bungeanum Fruit Extract, Copper Lysinate/Prolinate, Methylglucoside Phosphate, Chondrus Crispus Extract, Glycine Soja (Soybean) Extract, Aloe Barbadensis Leaf Juice, Adenosine, PEG-12 Dimethicone, Phenoxyethanol, HDI/Trimethylol Hexyllactone Crosspolymer, Oleyl Alcohol, Decyl Glucoside, Fragrance/Parfum, Ethylhexylglycerin, Disodium EDTA, Gluconolactone, Benzyl Salicylate, Citric Acid, Linalool, Sodium Benzoate, Caprylyl Glycol, Hexylene Glycol, Geraniol, Citronellol.",0
DR. DENNIS GROSS SKINCARE,Hyaluronic Marine Oil-Free Moisture Cushion,60.0,4.2,"-Marine Algae: Fortified with essential amino acids and B vitamins to enhance skin’s elasticity and moisture content.
-Hyaluronic Acid: Provides time-released hydration.
-Glycolic Acid: Reduces appearance of fine lines and wrinkles.
-Coconut Extract: Promotes hydrated, firm skin.

Water, Cyclopentasiloxane, Cetearyl Alcohol, Dimethicone, Butylene Glycol, Stearyl Dimethicone, Caprylic/Capric Triglyceride, Octadecene, Glyceryl Behenate, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Hyaluronate, Caulerpa Lentillifera Extract, Aloe Barbadensis Leaf Extract, Tocopherol, Phospholipids, Citrullus Lanatus (Watermelon) Fruit Extract, Cocos Nucifera (Coconut) Fruit Extract, Citrus Sinensis (Orange) Fruit Extract, Cinnamomum Cassia Bark Extract, Saccharide Isomerate, Vaccinium Myrtillus Fruit/Leaf Extract, Glycolic Acid, Lactic Acid, Saccharum Officinarum (Sugar Cane) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Collagen Amino Acids, Hydrolyzed Soy Protein, Leuconostoc/Radish Root Ferment Filtrate, Lactobacillus Ferment, Acrylates/Carbamate Copolymer, Isohexadecane, Polysorbate 80, Dimethicone Crosspolymer-3, Ethylhexylglycerin, Isododecane, Disodium EDTA-Copper, Ceteareth-20, Potassium Cetyl Phosphate, Sorbitan Oleate, Linalool, Limonene, Fragrance (Parfum), Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Citronellal, Hydroxycitronellal, Citral, Citric Acid, Sorbic Acid, Phenoxyethanol.",0
ESTÉE LAUDER,Advanced Night Repair Intensive Recovery Ampoules,115.0,4.9,"Advanced Night Rpr Int Rcv Ampoule Division: El (Estee Lauder)Ingredients: Caprylic/Capric Triglyceride , Squalane , Aleurites Moluccana (Kukui) Seed Oil , Prunus Armeniaca (Apricot) Kernel Oil , Bisabolol , Garcinia Mangostana Peel Extract , Salicornia Herbacea Extract , Magnolia Officinalis Bark Extract , Salvia Hispanica Seed Extract , Anthemis Nobilis (Chamomile) Flower Extract , Rosmarinus Officinalis (Rosemary) Leaf Extract , Coffea Arabica (Coffee) Seed Extract , Helianthus Annuus (Sunflower) Seed Oil , Camelina Sativa Seed Oil , Vaccinium Myrtillus Seed Oil , Tocopheryl Acetate , Cholesterol , Linoleic Acid , Tetrahexyldecyl Ascorbate , Bht",0
CLINIQUE,Smart Night Custom-Repair Moisturizer - Very Dry to Dry,58.0,4.7,"Water , Caprylic/Capric/Myristic/Stearic Triglyceride , Petrolatum , Glycerin , Hexyldecyl Stearate , Butylene Glycol , Dimethicone , Glycereth-26 , Glyceryl Stearate , Peg-100 Stearate , Cetearyl Alcohol , Tamarindus Indica Seed Extract , Centaurium Erythraea (Centaury) Extract , Algae Extract , Micrococcus Lysate , Glycine Soja (Soybean) Protein , Hydrolyzed Soy Protein , Yeast Extract/Faex/Extrait De Levure , Camellia Sinensis Leaf Extract , Saccharomyces Ferment Filtrate , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Caffeine , Biotin , Ergothioneine , Acetyl Hexapeptide-8 , Soy Amino Acids , Aminopropyl Ascorbyl Phosphate , Astrocaryum Murumuru Seed Butter , Tocopheryl Acetate , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Cetearyl Glucoside , Isohexadecane , Caprylyl Glycol , Acrylates/C10-30 Alkyl Acrylate Crosspolymer , Acetyl Glucosamine , Sodium Hyaluronate , Myristyl Alcohol , Tromethamine , Polysorbate 80 , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Hexylene Glycol , Lecithin , Sodium Benzoate , Hydroxyethylcellulose , Disodium Edta , Phenoxyethanol",0
MURAD,Nutrient-Charged Water Gel,60.0,4.6,"-Vitamins B3, B5, B6, B9, and E: Help alleviate dryness, provide anti-wrinkle benefits, and soothe skin.
-Silicon, Iron, Zinc, Copper, and Magnesium: Support healthy-looking skin tone and texture.
-Oligopeptide-1, Oligopeptide-2, Polypeptide-1, Polypeptide-9, and Polypeptide-11: Help restore damaged skin barrier.

Water, Dimethicone, Glycerin, Propanediol, Saccharide Isomerate, Polymethylsilsesquioxane/Silica Crosspolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydroxyethyl Urea, Isononyl Isononanoate, Ceramide NP, Ceramide AP, Ceramide EOP, sh-Oligopeptide-1, sh-Oligopeptide-2, sh-Polypeptide-1, sh-Polypeptide-9, sh-Polypeptide-11, Saccharomyces/Zinc Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Magnesium Ferment, Saccharomyces/Iron Ferment, Saccharomyces/Silicon Ferment, Leuconostoc/Radish Root Ferment Filtrate, Bacillus/Folic Acid Ferment Extract, Trehalose, Taurine, Serine, Tocopheryl Acetate, Calcium Pantothenate, Niacinamide, Phytantriol, Acetyl Glutamine, Urea, Cholesterol, Yeast Amino Acids, Phytosphingosine, Inositol, Betaine, Lecithin, Sodium Ascorbyl Phosphate, Sodium Hyaluronate, Pyridoxine HCl, Sucrose, Algin, Pullulan, Maltodextrin, Polysilicone-11, Glyceryl Polyacrylate, Decyl Glucoside, Pentylene Glycol, Hexylene Glycol, Caprylyl Glycol, Butylene Glycol, Ethylhexyl Isononanoate, Polyisobutene, Silica, Sodium Starch Octenylsuccinate, PEG-7 Trimethylolpropane Coconut Ether, Trisodium Ethylenediamine Disuccinate, Disodium Phosphate, Potassium Phosphate, Carbomer, Xanthan Gum, Sodium Lauroyl Lactylate, 1,2-Hexanediol, Phenoxyethanol, Ethylhexylglycerin, Fragrance, Red 33 (CI 17200), Red 4 (CI 14700).",0
GUERLAIN,Lingerie de Peau BB Cream,54.0,4.3,"-Titanium Dioxide 3.55%: Sunscreen.
-Octinoxate 3.74%: Sunscreen.
-Oxybenzone 1%: Sunscreen.",0
BAREMINERALS,Prime Time BB Tinted Primer Broad Spectrum SPF 30,27.0,4.1,No Info,0
AMOREPACIFIC,MOISTURE BOUND Refreshing Hydra-Gel Oil-Free,100.0,4.2,"-Bamboo Sap: Supports natural cellular turnover.
-5-Hydra Complex™ (Lotus, Cactus Fruit, Bamboo Leaf, Wild Soybean and Green Tea Extract): Relives tightness, dryness, and softens texture.
-Ginger Root Extract and Panax Ginseng: Supports microcirculation in the skin, which contributes to a more radiant complexion.
-Licorice root: Increases radiance and glow.

Phyllostachis Bambusoides Juice, Butylene Glycol, Cyclopentasiloxane, Hydrogenated Polyisobutene, Glycerin, Dimethicone, Xylitylglucoside, Alcohol, Tricholoma Matsutake Extract, Panax Ginseng Root Extract, Zingiber Officinale (Ginger) Root Extract, Trehalose, Serine, Glycine, Hydrolyzed Ginseng Saponins, Kaempferol, Glutamic Acid, Alanine, Lysine, Arginine, Threonine, Cetearyl Alcohol, Peg-40 Stearate, Anhydroxylitol, Silica, Sodium Polyacrylate, Sucrose Stearate, Sorbitan Sesquioleate, Hydrogenated Polydecene, Polysilicone-11, Xylitol, Triethanolamine, Carbomer, Peg/Ppg-18/18 Dimethicone, Titanium Dioxide, Ppg-5-Laureth-5, Betaine, Biosaccharide Gum-1, Sodium PCA, Hydrated Silica, Propylene Glycol, Sorbitol, Hydrogenated Lecithin, Aluminum Hydroxide, Peg-5 Rapeseed Sterol, Ethyl Hexanediol, Proline, Zinc Gluconate, BHT, Magnesium Aspartate, Copper Gluconate, Calcium Gluconate, Disodium EDTA, Methylparaben, Propylparaben, CI 42090, Fragrance.",1
HERBIVORE,Orchid Youth-Preserving Facial Oil,64.0,4.6,"-Orchid Extract: Smoothes and conditions the look of skin, and acts as a powerful antioxidant.
-Camellia Flower Oil: Supports skin’s natural elasticity and gives it a luminous glow.
-Jasmine Sambac Oil: Moisturizes and supports natural elasticity.

Capric Triglycerides (Fractionated Coconut Oil), Cymbidium Grandiflorum (Orchid) Flower Extract, Camellia Oleifera (Camellia) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Amaranthus Squalane Oil, Tocopherol (Vitamin E), Jasminum Sambac (Jasmine) Extract.",0
SEPHORA COLLECTION,Instant Moisturizer + Cream,23.0,4.4,"-Hyaluronic Acid Booster Complex: Supports skin's natural hyaluronic acid.
-Hyaluronic Acid: Moisturizes.

Water, Caprylic/Capric Triglyceride, C12-20 Acid PEG-8 Ester, Butylene Glycol, Cetyl Alcohol, Phenoxyethanol, Potassium Cetyl Phosphate, Carbomer, Dimethicone, Fragrance, Ethylhexylglycerin, Glycerin, Hydrolyzed Yeast Extract, Urea, Trehalose, Sodium Hydroxide, Tocopheryl Acetate, Serine, CI 77891 (Titanium Dioxide), Pentylene Glycol, Mica, PEG-8, Maltodextrin, Silica, Glyceryl Polyacrylate, Caprylyl Glycol, Tocopherol, Polyglucuronic Acid, Algin, Pullulan, Sodium Hyaluronate, Potassium Sorbate, Sodium Benzoate, Disodium Phosphate, Ascorbyl Palmitate, Potassium Phosphate, Ascorbic Acid, Citric Acid, Camellia Sinensis Leaf Extract.",0
